reference;brand;group
NU1028M1.C3         ;FAG                 ;ROLAMENTO                     
NU1044M1            ;FAG                 ;ROLAMENTO                     
NU1072M1            ;FAG                 ;ROLAMENTO                     
NU202E.TVP2         ;FAG                 ;ROLAMENTO                     
NU203E.TVP2         ;FAG                 ;ROLAMENTO                     
NU204E.TVP2         ;FAG                 ;ROLAMENTO                     
NU204E.TVP2         ;FAG                 ;ROLAMENTO                     
NU205E.TVP2         ;FAG                 ;ROLAMENTO                     
NU205E.TVP2         ;FAG                 ;ROLAMENTO                     
NU205E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU206E.M1           ;FAG                 ;ROLAMENTO                     
NU206E.TVP2         ;FAG                 ;ROLAMENTO                     
NU206E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU206EK.TVP2.C3     ;FAG                 ;ROLAMENTO                     
NU207E.JP3          ;FAG                 ;ROLAMENTO                     
NU207E.TVP2         ;FAG                 ;ROLAMENTO                     
NU207E.TVP2         ;FAG                 ;ROLAMENTO                     
NU207E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU207EK.TVP2        ;FAG                 ;ROLAMENTO                     
NU207EK.TVP2.C3     ;FAG                 ;ROLAMENTO                     
NU208E.TVP2         ;FAG                 ;ROLAMENTO                     
NU208E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU209E.JP1          ;FAG                 ;ROLAMENTO                     
NU209E.M1           ;FAG                 ;ROLAMENTO                     
NU209E.TVP2         ;FAG                 ;ROLAMENTO                     
NU209EN.TVP2        ;FAG                 ;ROLAMENTO                     
NU210E.M1           ;FAG                 ;ROLAMENTO                     
NU210E.M1 #         ;FAG                 ;ROLAMENTO                     
NU210E.TVP2         ;FAG                 ;ROLAMENTO                     
NU210E.TVP2 #       ;FAG                 ;ROLAMENTO                     
NU210E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU211E.TVP2         ;FAG                 ;ROLAMENTO                     
NU211E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU212E.M1           ;FAG                 ;ROLAMENTO                     
NU212E.M1 #         ;FAG                 ;ROLAMENTO                     
NU212E.TVP2         ;FAG                 ;ROLAMENTO                     
NU213E.M1           ;FAG                 ;ROLAMENTO                     
NU213E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU213E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU213EK.TVP2.C3     ;FAG                 ;ROLAMENTO                     
NU214E.TVP2         ;FAG                 ;ROLAMENTO                     
NU215E.TVP2         ;FAG                 ;ROLAMENTO                     
NU215E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU216E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU217E.TVP2         ;FAG                 ;ROLAMENTO                     
NU217E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU218E.TVP2         ;FAG                 ;ROLAMENTO                     
NU218E.TVP2 #       ;FAG                 ;ROLAMENTO                     
NU218E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU219E.TVP2         ;FAG                 ;ROLAMENTO                     
NU2203-E-TVP2#E     ;FAG                 ;ROLAMENTO                     
NU2204E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2205E.TVP2.C3 #   ;FAG                 ;ROLAMENTO                     
NU2206E             ;FAG                 ;ROLAMENTO                     
NU2206E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2207E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2207ETVP2         ;FAG                 ;ROLAMENTO                     
NU2208E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2208E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2209E.TVP2        ;FAG                 ;ROLAMENTO                     
NU220E.M1           ;FAG                 ;ROLAMENTO                     
NU220E.TVP2         ;FAG                 ;ROLAMENTO                     
NU2210E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2210E.TVP2 #      ;FAG                 ;ROLAMENTO                     
NU2210E.TVP2.C3     ;FAG                 ;ROLAMENTO                     
NU2211E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2211E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2212E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2213E.M1.C3       ;FAG                 ;ROLAMENTO                     
NU2214E.TVP2.C3     ;FAG                 ;ROLAMENTO                     
NU2215E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2216E.M1          ;FAG                 ;ROLAMENTO                     
NU2216E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2216E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2217E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2218E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2220E.TVP2.C3     ;FAG                 ;ROLAMENTO                     
NU2222E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2226E.TVP2        ;FAG                 ;ROLAMENTO                     
NU222E.M1           ;FAG                 ;ROLAMENTO                     
NU222E.M1.C3        ;FAG                 ;ROLAMENTO                     
NU222E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU2230E.M1          ;FAG                 ;ROLAMENTO                     
NU2244EX.M1         ;FAG                 ;ROLAMENTO                     
NU224E.M1.C3        ;FAG                 ;ROLAMENTO                     
NU224E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU226E.M1           ;FAG                 ;ROLAMENTO                     
NU226E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU228E.M1.C3        ;FAG                 ;ROLAMENTO                     
NU2305E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2307E.M1          ;FAG                 ;ROLAMENTO                     
NU2307E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2308E.M1          ;FAG                 ;ROLAMENTO                     
NU2308E.M1A         ;FAG                 ;ROLAMENTO                     
NU2308E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2308E.TVP2.C3     ;FAG                 ;ROLAMENTO                     
NU2309E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2309E.TVP2.C3     ;FAG                 ;ROLAMENTO                     
NU230E.M1           ;FAG                 ;ROLAMENTO                     
NU2310E.M1A.C3      ;FAG                 ;ROLAMENTO                     
NU2310E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2310E.TVP2.C3     ;FAG                 ;ROLAMENTO                     
NU2311E.M1          ;FAG                 ;ROLAMENTO                     
NU2311E.M1.C3       ;FAG                 ;ROLAMENTO                     
NU2311E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2311E.TVP2.C3     ;FAG                 ;ROLAMENTO                     
NU2312E.TVP2 #      ;FAG                 ;ROLAMENTO                     
NU2313E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2313E.TVP2.C3     ;FAG                 ;ROLAMENTO                     
NU2315E.M1 #        ;FAG                 ;ROLAMENTO                     
NU2317E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2318E.M1          ;FAG                 ;ROLAMENTO                     
NU2318E.M1.C3       ;FAG                 ;ROLAMENTO                     
NU2318E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2320E.M1.C3       ;FAG                 ;ROLAMENTO                     
NU2320E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2322E.M1          ;FAG                 ;ROLAMENTO                     
NU2322E.TVP2        ;FAG                 ;ROLAMENTO                     
NU2324E.M1.C3       ;FAG                 ;ROLAMENTO                     
NU2326E.M1.C3       ;FAG                 ;ROLAMENTO                     
NU2326E.M1.C3       ;FAG                 ;ROLAMENTO                     
NU2326E.M1A.C3      ;FAG                 ;ROLAMENTO                     
NU2328E.M1          ;FAG                 ;ROLAMENTO                     
NU232E.M1.C3        ;FAG                 ;ROLAMENTO                     
NU2330E.M1          ;FAG                 ;ROLAMENTO                     
NU2332E.M1.C3       ;FAG                 ;ROLAMENTO                     
NU2336EX.M1AC3      ;FAG                 ;ROLAMENTO                     
NU236E.M1           ;FAG                 ;ROLAMENTO                     
NU236E.M1.C3 #      ;FAG                 ;ROLAMENTO                     
NU238E.M1.C3        ;FAG                 ;ROLAMENTO                     
NU244E.M1.C3        ;FAG                 ;ROLAMENTO                     
NU303E.TVP2         ;FAG                 ;ROLAMENTO                     
NU3048M1.C          ;FAG                 ;ROLAMENTO                     
NU304E.TVP2         ;FAG                 ;ROLAMENTO                     
NU304E.TVP2         ;FAG                 ;ROLAMENTO                     
NU305E.M1           ;FAG                 ;ROLAMENTO                     
NU305E.TVP2         ;FAG                 ;ROLAMENTO                     
NU305E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU306E.JP1.C3       ;FAG                 ;ROLAMENTO                     
NU306E.M1           ;FAG                 ;ROLAMENTO                     
NU306E.TVP2         ;FAG                 ;ROLAMENTO                     
NU307E.TVP2         ;FAG                 ;ROLAMENTO                     
NU307E.TVP2         ;FAG                 ;ROLAMENTO                     
NU307E.TVP2         ;FAG                 ;ROLAMENTO                     
NU307E.TVP2 #       ;FAG                 ;ROLAMENTO                     
NU307E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU308E.M1 #         ;FAG                 ;ROLAMENTO                     
NU308E.TVP2         ;FAG                 ;ROLAMENTO                     
NU308E.TVP2 #       ;FAG                 ;ROLAMENTO                     
NU308E.TVP2 #       ;FAG                 ;ROLAMENTO                     
NU308E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU308E.TVP2.C3 #    ;FAG                 ;ROLAMENTO                     
NU309E.TVP2         ;FAG                 ;ROLAMENTO                     
NU309E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU309E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU310E.M1.C3        ;FAG                 ;ROLAMENTO                     
NU310E.M1.C3 #      ;FAG                 ;ROLAMENTO                     
NU310E.TVP2         ;FAG                 ;ROLAMENTO                     
NU311E.TVP2         ;FAG                 ;ROLAMENTO                     
NU311E.TVP2         ;FAG                 ;ROLAMENTO                     
NU311E.TVP2         ;FAG                 ;ROLAMENTO                     
NU311E.TVP2 #       ;FAG                 ;ROLAMENTO                     
NU311E.TVP2.C3 #    ;FAG                 ;ROLAMENTO                     
NU312E.M1.C3        ;FAG                 ;ROLAMENTO                     
NU312E.TVP2         ;FAG                 ;ROLAMENTO                     
NU312E.TVP2         ;FAG                 ;ROLAMENTO                     
NU312E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU313E.JP1          ;FAG                 ;ROLAMENTO                     
NU313E.M1           ;FAG                 ;ROLAMENTO                     
NU313E.M1.C3        ;FAG                 ;ROLAMENTO                     
NU313E.TVP2         ;FAG                 ;ROLAMENTO                     
NU313E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU314E.JP1          ;FAG                 ;ROLAMENTO                     
NU314E.TVP2         ;FAG                 ;ROLAMENTO                     
NU314E.TVP2 #       ;FAG                 ;ROLAMENTO                     
NU314E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU315E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU3168M1A           ;FAG                 ;ROLAMENTO                     
NU316E.M1           ;FAG                 ;ROLAMENTO                     
NU316E.M1.C3        ;FAG                 ;ROLAMENTO                     
NU316E.M1.C3 #      ;FAG                 ;ROLAMENTO                     
NU316E.TVP2         ;FAG                 ;ROLAMENTO                     
NU316E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU317E.TVP2         ;FAG                 ;ROLAMENTO                     
NU317ETVP2 #        ;FAG                 ;ROLAMENTO                     
NU318E.M1.C3        ;FAG                 ;ROLAMENTO                     
NU318E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU3192.M1A          ;FAG                 ;ROLAMENTO                     
NU319E.M1.C3        ;FAG                 ;ROLAMENTO                     
NU319E.TVP2         ;FAG                 ;ROLAMENTO                     
NU319E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU320E.M1           ;FAG                 ;ROLAMENTO                     
NU320E.M1.C3        ;FAG                 ;ROLAMENTO                     
NU320E.TVP2         ;FAG                 ;ROLAMENTO                     
NU321E.M1           ;FAG                 ;ROLAMENTO                     
NU322E.M1.C3        ;FAG                 ;ROLAMENTO                     
NU322E.M1.C3        ;FAG                 ;ROLAMENTO                     
NU322E.M1A.C3       ;FAG                 ;ROLAMENTO                     
NU322E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU324E.M1           ;FAG                 ;ROLAMENTO                     
NU324E.M1.C3        ;FAG                 ;ROLAMENTO                     
NU324E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU326E.M1           ;FAG                 ;ROLAMENTO                     
NU326E.M1.C3        ;FAG                 ;ROLAMENTO                     
NU326E.TVP2.C3      ;FAG                 ;ROLAMENTO                     
NU330E.M1.C3        ;FAG                 ;ROLAMENTO                     
NU334E.M1.C3        ;FAG                 ;PARAFUSO                      
NU407M1             ;FAG                 ;ROLAMENTO                     
NU410.C3            ;FAG                 ;ROLAMENTO                     
NU412.C3            ;FAG                 ;ROLAMENTO                     
NU412.M1.C3         ;FAG                 ;ROLAMENTO                     
NU413.C3            ;FAG                 ;ROLAMENTO                     
NU413.M1.C3         ;FAG                 ;ROLAMENTO                     
NU421M1.C4.F1       ;FAG                 ;ROLAMENTO                     
NUKR 35             ;INA                 ;ROLAMENTO                     
NUKR 35 #           ;INA                 ;ROLAMENTO                     
NUKR 35 A           ;INA                 ;ROLAMENTO                     
NUKR 35 A           ;INA                 ;ROLAMENTO                     
NUKR 40             ;INA                 ;ROLAMENTO                     
NUKR 40             ;INA                 ;ROLAMENTO                     
NUKR 40 A           ;INA                 ;ROLAMENTO                     
NUKR 40 A           ;INA                 ;ROLAMENTO                     
NUKR 40 A B         ;INA                 ;ROLAMENTO                     
NUKR 47 #           ;INA                 ;ROLAMENTO                     
NUKR 52 #           ;INA                 ;ROLAMENTO                     
NUKR 52 A           ;INA                 ;ROLAMENTO                     
NUKR 62             ;INA                 ;ROLAMENTO                     
NUKR 62 X           ;INA                 ;ROLAMENTO                     
NUKR 62 X A         ;INA                 ;ROLAMENTO                     
NUKR 62A #          ;INA                 ;ROLAMENTO                     
NUKR 80             ;INA                 ;ROLAMENTO                     
NUKR 80 A           ;INA                 ;ROLAMENTO                     
NUKRE 35 A          ;INA                 ;ROLAMENTO                     
NUKRE 62 #          ;INA                 ;ROLAMENTO                     
NUKRE 80 A          ;INA                 ;ROLAMENTO                     
NUP 310 E C3 #      ;FAG                 ;ROLAMENTO                     
NUP 310 ETVP2 #     ;FAG                 ;ROLAMENTO                     
NUP205E.TVP2        ;FAG                 ;ROLAMENTO                     
NUP206E.TVP2        ;FAG                 ;ROLAMENTO                     
NUP207E.TVP2        ;FAG                 ;ROLAMENTO                     
NUP209E.TVP2        ;FAG                 ;ROLAMENTO                     
NUP210E.TVP2        ;FAG                 ;ROLAMENTO                     
NUP211E.TVP2        ;FAG                 ;ROLAMENTO                     
NUP211E.TVP2.C3     ;FAG                 ;ROLAMENTO                     
NUP212E.M1          ;FAG                 ;ROLAMENTO                     
NUP215E.TVP2        ;FAG                 ;ROLAMENTO                     
NUP216E.TVP2        ;FAG                 ;ROLAMENTO                     
NUP216E.TVP2.C3     ;FAG                 ;ROLAMENTO                     
NUP2204E.TVP2       ;FAG                 ;ROLAMENTO                     
NUP2206E.TVP2       ;FAG                 ;ROLAMENTO                     
NUP2207E.TVP2       ;FAG                 ;ROLAMENTO                     
NUP2208E.TVP2.C3    ;FAG                 ;ROLAMENTO                     
NUP220E.TVP2        ;FAG                 ;ROLAMENTO                     
NUP220E.TVP2.C3     ;FAG                 ;ROLAMENTO                     
NUP2212E.TVP2       ;FAG                 ;ROLAMENTO                     
NUP222E.TVP2        ;FAG                 ;ROLAMENTO                     
NUP222E.TVP2.C3     ;FAG                 ;ROLAMENTO                     
NUP228E.M1 F        ;FAG                 ;ROLAMENTO                     
NUP2305E.TVP2       ;FAG                 ;ROLAMENTO                     
NUP2305E.TVP2 #     ;FAG                 ;ROLAMENTO                     
NUP2307E.TVP2       ;FAG                 ;ROLAMENTO                     
NUP2308E.TVP2       ;FAG                 ;ROLAMENTO                     
NUP2310EC3 #        ;FAG                 ;ROLAMENTO                     
NUP234E.M1          ;FAG                 ;ROLAMENTO                     
NUP304 E.TVP2       ;FAG                 ;ROLAMENTO                     
NUP305E.TVP2        ;FAG                 ;ROLAMENTO                     
NUP305E.TVP2 #      ;FAG                 ;ROLAMENTO                     
NUP306E.TVP2        ;FAG                 ;ROLAMENTO                     
NUP307E.TVP2        ;FAG                 ;ROLAMENTO                     
NUP308E.M1.C3       ;FAG                 ;ROLAMENTO                     
NUP308E.TVP2        ;FAG                 ;ROLAMENTO                     
NUP308E.TVP2        ;FAG                 ;ROLAMENTO                     
NUP309E.M1          ;FAG                 ;ROLAMENTO                     
NUP309E.TVP         ;FAG                 ;ROLAMENTO                     
NUP310E.C3          ;FAG                 ;ROLAMENTO                     
NUP310E.JP3.C3      ;FAG                 ;ROLAMENTO                     
NUP310E.M1.C3       ;FAG                 ;ROLAMENTO                     
NUP312E.TVP2        ;FAG                 ;ROLAMENTO                     
NUP314EN.M1.C3      ;FAG                 ;ROLAMENTO                     
NUTR 15             ;INA                 ;ROLAMENTO                     
NUTR 15 A           ;INA                 ;ROLAMENTO                     
NUTR 15 A           ;INA                 ;ROLAMENTO                     
NUTR 15 A (B)       ;INA                 ;ROLAMENTO                     
NUTR 17 X A         ;INA                 ;ROLAMENTO                     
NUTR 17 X A         ;INA                 ;ROLAMENTO                     
NUTR 17X #          ;INA                 ;ROLAMENTO                     
NUTR 20             ;INA                 ;ROLAMENTO                     
NUTR 2052 #         ;INA                 ;ROLAMENTO                     
NUTR 2052 A         ;INA                 ;ROLAMENTO                     
NUTR 2052 A         ;INA                 ;ROLAMENTO                     
NUTR 2052 A (B)     ;INA                 ;ROLAMENTO                     
NUTR 20X #          ;INA                 ;ROLAMENTO                     
NUTR 25             ;INA                 ;ROLAMENTO                     
NUTR 25             ;INA                 ;ROLAMENTO                     
NUTR 25 A           ;INA                 ;ROLAMENTO                     
NUTR 25 A #         ;INA                 ;ROLAMENTO                     
NUTR 25 X A         ;INA                 ;ROLAMENTO                     
NUTR 2562 #         ;INA                 ;ROLAMENTO                     
NUTR 2562 A         ;INA                 ;ROLAMENTO                     
NUTR 2562 A         ;INA                 ;ROLAMENTO                     
NUTR 2562 A         ;INA                 ;ROLAMENTO                     
NUTR 2562 X #       ;INA                 ;ROLAMENTO                     
NUTR 2562 X A       ;INA                 ;ROLAMENTO                     
NUTR 25X #          ;INA                 ;ROLAMENTO                     
NUTR 3072           ;INA                 ;ROLAMENTO                     
NUTR 35             ;INA                 ;ROLAMENTO                     
NUTR 35 A           ;INA                 ;ROLAMENTO                     
NUTR 35 A           ;INA                 ;ROLAMENTO                     
NUTR 40             ;INA                 ;ROLAMENTO                     
NUTR 40 #           ;INA                 ;ROLAMENTO                     
NUTR 40 A           ;INA                 ;ROLAMENTO                     
NUTR 40 X A         ;INA                 ;ROLAMENTO                     
NUTR 4090 #         ;INA                 ;ROLAMENTO                     
NUTR 40X #          ;INA                 ;ROLAMENTO                     
NUTR 45100 #        ;INA                 ;ROLAMENTO                     
NUTR 50 A           ;INA                 ;ROLAMENTO                     
NUTR 50 A (B)       ;INA                 ;ROLAMENTO                     
NUTR 50110          ;INA                 ;ROLAMENTO                     
NUTR 50110          ;INA                 ;ROLAMENTO                     
NUTR 50110 #        ;INA                 ;ROLAMENTO                     
NUTR 50110 A        ;INA                 ;ROLAMENTO                     
NUTR 50110 A        ;INA                 ;ROLAMENTO                     
NUTR 50110 A (B)    ;INA                 ;ROLAMENTO                     
NX 10 Z #           ;INA                 ;ROLAMENTO                     
NX 12 Z             ;INA                 ;ROLAMENTO                     
NX 20               ;INA                 ;ROLAMENTO                     
NX 25 Z             ;INA                 ;ROLAMENTO                     
ORAE 30 NPPB        ;INA                 ;ROLAMENTO                     
ORAE 30 NPPB #      ;INA                 ;ROLAMENTO                     
ORAE 35 **          ;INA                 ;ROLAMENTO                     
ORAE 35 NPPB        ;INA                 ;ROLAMENTO                     
ORAE 35 NPPB        ;INA                 ;ROLAMENTO                     
ORAE 40 NPPB        ;INA                 ;ROLAMENTO                     
ORAE 40 NPPB        ;INA                 ;ROLAMENTO                     
ORAE 40 NPPB #      ;INA                 ;ROLAMENTO                     
ORAE 40 NPPB **     ;INA                 ;ROLAMENTO                     
ORAE 40 NPPB B      ;INA                 ;ROLAMENTO                     
P 205               ;INA                 ;MANCAL                        
P 206               ;INA                 ;MANCAL                        
P 208               ;INA                 ;MANCAL                        
P 209               ;INA                 ;MANCAL                        
PAF 20161 P10 #     ;INA                 ;ROLAMENTO                     
PAP 0305 P10        ;INA                 ;ROLAMENTO                     
PAP 0305 P10 #      ;INA                 ;ROLAMENTO                     
PAP 0305 P10 (B)    ;INA                 ;ROLAMENTO                     
PAP 10060 P10       ;INA                 ;ROLAMENTO                     
PAP 1010 P10        ;INA                 ;BUCHA                         
PAP 1012 P10        ;INA                 ;ROLAMENTO                     
PAP 1020 P10 #      ;INA                 ;ROLAMENTO                     
PAP 11550 P10       ;INA                 ;ROLAMENTO                     
PAP 1210 P10        ;INA                 ;BUCHA                         
PAP 1210 P10 #      ;INA                 ;ROLAMENTO                     
PAP 1210 P10 (B)    ;INA                 ;ROLAMENTO                     
PAP 1212 P10 #      ;INA                 ;ROLAMENTO                     
PAP 1215 P10 #      ;INA                 ;ROLAMENTO                     
PAP 1225 P10 #      ;INA                 ;ROLAMENTO                     
PAP 1310 P10        ;INA                 ;ROLAMENTO                     
PAP 1310 P10 #      ;INA                 ;ROLAMENTO                     
PAP 1310 P10 (B)    ;INA                 ;ROLAMENTO                     
PAP 1412 P10 #      ;INA                 ;ROLAMENTO                     
PAP 1415 P10        ;INA                 ;ROLAMENTO                     
PAP 1520 P10 #      ;INA                 ;ROLAMENTO                     
PAP 1525 P10        ;INA                 ;ROLAMENTO                     
PAP 1620 P10 #      ;INA                 ;ROLAMENTO                     
PAP 1625 P10        ;INA                 ;ROLAMENTO                     
PAP 1625 P10 #      ;INA                 ;BUCHA                         
PAP 1625 P10 B      ;INA                 ;ROLAMENTO                     
PAP 1815 P10 #      ;INA                 ;ROLAMENTO                     
PAP 1820 P10        ;INA                 ;ROLAMENTO                     
PAP 1825 P10        ;INA                 ;ROLAMENTO                     
PAP 1825 P10 #      ;INA                 ;ROLAMENTO                     
PAP 1825 P10 (B)    ;INA                 ;BUCHA                         
PAP 2015 P10 #      ;FAG                 ;ROLAMENTO                     
PAP 2015 P10 #      ;INA                 ;ROLAMENTO                     
PAP 2020 P10        ;INA                 ;ROLAMENTO                     
PAP 2020 P10 #      ;INA                 ;ROLAMENTO                     
PAP 2030 P10 #      ;INA                 ;ROLAMENTO                     
PAP 2520 #          ;INA                 ;BUCHA                         
PAP 2520 P10        ;INA                 ;BUCHA                         
PAP 2530 P10        ;INA                 ;ROLAMENTO                     
PAP 2530 P10        ;INA                 ;ROLAMENTO                     
PAP 2530 P10 #      ;INA                 ;ROLAMENTO                     
PAP 3030 P10        ;INA                 ;ROLAMENTO                     
PAP 3030 P10        ;INA                 ;ROLAMENTO                     
PAP 3030 P10 #      ;INA                 ;ROLAMENTO                     
PAP 3030 P10 (B)    ;INA                 ;ROLAMENTO                     
PAP 3540 P10        ;INA                 ;ROLAMENTO                     
PAP 3540 P10 #      ;INA                 ;BUCHA                         
PAP 3550 P10 #      ;INA                 ;ROLAMENTO                     
PAP 4040 P10        ;INA                 ;ROLAMENTO                     
PAP 4530 P10        ;INA                 ;ROLAMENTO                     
PAP 4530 P10        ;INA                 ;ROLAMENTO                     
PAP 4530 P10 #      ;INA                 ;ROLAMENTO                     
PAP 4530 P10 B      ;INA                 ;ROLAMENTO                     
PAP 4550 P20 #      ;INA                 ;ROLAMENTO                     
PAP 5030 P10        ;INA                 ;ROLAMENTO                     
PAP 5030 P10 #      ;INA                 ;ROLAMENTO                     
PAP 5040 P10        ;INA                 ;ROLAMENTO                     
PAP 5040 P10 #      ;INA                 ;ROLAMENTO                     
PAP 5060 P10        ;INA                 ;BUCHA                         
PAP 6030 P10 #      ;INA                 ;ROLAMENTO                     
PAP 6040 P10        ;INA                 ;ROLAMENTO                     
PAP 6540 P10 #      ;INA                 ;ROLAMENTO                     
PAP 7040 P10        ;INA                 ;ROLAMENTO                     
PAP 7040 P10        ;INA                 ;ROLAMENTO                     
PAP 7040 P10 #      ;INA                 ;BUCHA                         
PAP 8040 P10 #      ;INA                 ;ROLAMENTO                     
PAP 90100 P10       ;INA                 ;ROLAMENTO                     
PAP 90100 P10 #     ;INA                 ;ROLAMENTO                     
PAP 9050 P10        ;INA                 ;ROLAMENTO                     
PCM404440M #        ;INA                 ;ROLAMENTO                     
PE 35               ;INA                 ;ROLAMENTO                     
PI 12X16X12         ;INA                 ;ROLAMENTO                     
PI 12X16X12 #       ;INA                 ;ROLAMENTO                     
PNA 15/32           ;INA                 ;ROLAMENTO                     
PNA 15/32           ;INA                 ;ROLAMENTO                     
PNA 15/32           ;INA                 ;ROLAMENTO                     
PNA 15/32 #         ;INA                 ;ROLAMENTO                     
PNA 15/32 (B)       ;INA                 ;ROLAMENTO                     
PNA 25/47           ;INA                 ;ROLAMENTO                     
PNA 25/47           ;INA                 ;ROLAMENTO                     
PNA 35/55           ;INA                 ;ROLAMENTO                     
PNA 35/55           ;INA                 ;ROLAMENTO                     
PNA 40/62 #         ;INA                 ;ROLAMENTO                     
QJ206MPA            ;FAG                 ;ROLAMENTO                     
QJ208TVP.A50.80     ;FAG                 ;ROLAMENTO                     
QJ209TNH.A50.80     ;FAG                 ;ROLAMENTO                     
QJ209TVP            ;FAG                 ;ROLAMENTO                     
QJ212TVP            ;FAG                 ;ROLAMENTO                     
QJ212TVP.E30.T42A   ;FAG                 ;ROLAMENTO                     
QJ308MPA            ;FAG                 ;ROLAMENTO                     
QJ308TVP            ;FAG                 ;ROLAMENTO                     
QJ309TNH.A50.80     ;FAG                 ;ROLAMENTO                     
QJ309TNH.A50.80 #   ;FAG                 ;ROLAMENTO                     
QJ309TVP            ;FAG                 ;ROLAMENTO                     
QJ311MPA            ;FAG                 ;ROLAMENTO                     
QJ312MPA            ;FAG                 ;ROLAMENTO                     
QJ320N2MPA          ;FAG                 ;ROLAMENTO                     
QJ334N2MPA          ;FAG                 ;ROLAMENTO                     
RA 012 NPP          ;INA                 ;ROLAMENTO                     
RA 012 NPP          ;INA                 ;ROLAMENTO                     
RA 012 NPP #        ;INA                 ;ROLAMENTO                     
RA 014 NPP          ;INA                 ;ROLAMENTO                     
RA 100 NPP          ;INA                 ;ROLAMENTO                     
RA 100 NPP          ;INA                 ;ROLAMENTO                     
RA 100 NPP **       ;INA                 ;ROLAMENTO                     
RA 101 NPPB #       ;INA                 ;ROLAMENTO                     
RA 102 NPP          ;INA                 ;ROLAMENTO                     
RAE 20 NPP          ;INA                 ;ROLAMENTO                     
RAE 20 NPP          ;INA                 ;ROLAMENTO                     
RAE 25 NPP          ;INA                 ;ROLAMENTO                     
RAE 30 NPP          ;INA                 ;ROLAMENTO                     
RAE 35 NPP          ;INA                 ;ROLAMENTO                     
RAE 35 NPP          ;INA                 ;ROLAMENTO                     
RAL 012 NPP         ;INA                 ;ROLAMENTO                     
RAL 012 NPP #       ;INA                 ;ROLAMENTO                     
RALE 20 NPPB        ;INA                 ;CONJUNTO ROLAMENTO+MANCAL     
RASEY 20            ;INA                 ;CONJUNTO ROLAMENTO+MANCAL     
RASEY 25            ;INA                 ;CONJUNTO ROLAMENTO+MANCAL     
RASEY 30            ;INA                 ;MANCAL                        
RASEY 35            ;INA                 ;CONJUNTO ROLAMENTO+MANCAL     
RASEY 40            ;INA                 ;MANCAL                        
RASEY 45            ;INA                 ;MANCAL                        
RASEY 50            ;INA                 ;CONJUNTO ROLAMENTO+MANCAL     
